product_id,product_name,price,category,brand,stock_quantity,release_date
106,Mrs,273.76,beauty,Gigaclub,827,4/19/2011
107,Mr,785.43,clothing,Youbridge,340,11/25/2018
108,Dr,992.23,toys,Jayo,22,11/9/2018
109,Ms,505.69,home decor,Skilith,976,12/17/2012
110,Mrs,367.58,toys,Meezzy,975,6/16/2013
111,Dr,547.9,clothing,Centizu,203,11/30/2010
112,Mr,24.39,home decor,Oyondu,837,7/28/2019
113,Rev,755.44,beauty,Tagpad,729,5/31/2013
114,Mrs,654.02,clothing,Janyx,218,4/7/2020
115,Rev,513.92,electronics,Kwilith,432,10/25/2017
116,Ms,133.33,clothing,Yabox,567,10/31/2010
117,Mrs,27.08,toys,Dynabox,751,7/14/2021
118,Mr,854.29,electronics,Skivee,839,1/1/2012
119,Ms,569.85,electronics,Buzzdog,916,12/15/2018
120,Mrs,36.89,home decor,Abatz,150,11/30/2020
121,Honorable,737.6,home decor,Livetube,760,2/28/2018
122,Mr,162.62,beauty,Edgepulse,57,11/26/2013
123,Mrs,984.98,beauty,Dabshots,137,5/18/2020
124,Ms,791.39,toys,Jayo,509,12/25/2019
125,Dr,138.62,clothing,Zava,196,1/19/2019
126,Mr,373.41,electronics,Feedmix,434,8/14/2013
127,Rev,297.87,home decor,Youspan,903,7/18/2018
128,Mr,170.59,clothing,Twitterlist,553,9/5/2014
129,Rev,172.49,electronics,Photofeed,665,3/28/2022
130,Honorable,385.56,clothing,Jazzy,440,8/13/2022
131,Dr,29.77,clothing,Blogspan,777,5/28/2018
132,Honorable,805.41,home decor,Divape,305,12/8/2020
133,Mrs,132.85,electronics,Trilith,320,10/3/2017
134,Dr,922.32,clothing,Jaxnation,333,7/7/2019
135,Rev,470.21,home decor,Layo,671,6/13/2021
136,Honorable,248.95,electronics,Demivee,777,4/21/2016
137,Honorable,616.81,toys,Yodo,324,2/10/2014
138,Mrs,435.54,beauty,Meemm,704,8/23/2016
139,Mrs,422.41,electronics,Oyoba,736,1/16/2019
140,Mrs,868.37,home decor,Skiba,591,8/18/2018
141,Ms,794.01,home decor,Fadeo,523,12/29/2016
142,Rev,170.69,beauty,Oyope,488,5/15/2021
143,Dr,131.49,toys,Thoughtbridge,226,6/16/2019
144,Rev,513.33,clothing,Twitterbeat,346,3/6/2013
145,Rev,357.52,beauty,Yadel,546,10/9/2015
146,Dr,94.6,home decor,Mydeo,272,2/5/2016
147,Ms,880.35,clothing,Kaymbo,638,5/6/2021
148,Rev,458.35,toys,Latz,708,10/10/2018
149,Rev,128.01,electronics,Browsebug,721,2/21/2011
150,Honorable,517.42,beauty,Yakitri,221,4/9/2013
151,Mr,479.36,home decor,Omba,232,7/19/2018
152,Ms,630.96,electronics,Eabox,473,4/8/2022
153,Mr,913.89,home decor,Minyx,250,10/29/2013
154,Ms,99.27,electronics,Yabox,625,8/1/2014
155,Mrs,962.3,beauty,Ooba,781,5/27/2011
156,Mr,861.95,electronics,Livetube,773,10/26/2015
157,Mr,469.8,clothing,Dablist,597,5/21/2012
158,Rev,617.17,beauty,Tekfly,260,6/7/2018
159,Rev,655.45,electronics,Rhyzio,580,11/21/2013
160,Mr,606.36,beauty,Eamia,403,4/18/2020
161,Rev,999.99,home decor,Devpulse,378,6/14/2016
162,Rev,524.91,beauty,Oyope,280,3/11/2019
163,Mrs,607.68,clothing,Skinix,670,3/8/2016
164,Honorable,441.49,clothing,Fadeo,653,1/26/2022
165,Honorable,741.15,clothing,Skyvu,592,8/21/2020
166,Rev,25.5,home decor,Skyble,567,11/26/2010
167,Ms,165.77,clothing,Trunyx,355,5/14/2015
168,Honorable,842.2,home decor,Oyope,597,8/18/2015
169,Ms,965.18,beauty,Tanoodle,528,10/7/2019
170,Honorable,481.73,home decor,Kayveo,672,9/25/2017
171,Ms,224.14,toys,Katz,575,9/12/2021
172,Mrs,165.66,electronics,Zoonoodle,768,4/12/2021
173,Honorable,826.17,beauty,Buzzshare,303,1/14/2012
174,Mrs,106.49,home decor,Feedspan,77,8/28/2015
175,Rev,640.18,home decor,Gigabox,115,3/15/2014
176,Rev,380.5,home decor,Buzzbean,959,6/28/2019
177,Mrs,805.04,clothing,Kimia,441,2/14/2015
178,Rev,70.15,toys,Wikido,243,4/26/2017
179,Dr,789.34,beauty,Feednation,468,2/7/2016
180,Honorable,806.8,home decor,Kaymbo,528,4/3/2022
181,Mr,761.8,electronics,Voonder,846,8/20/2015
182,Dr,851.89,clothing,Voonder,962,1/30/2016
183,Mr,377.21,toys,Blognation,83,3/27/2017
184,Mr,721.19,toys,Centimia,847,1/3/2016
185,Ms,538.43,home decor,Plajo,661,5/13/2012
186,Dr,480.92,home decor,Zoovu,30,1/11/2015
187,Rev,309.18,clothing,Tagcat,749,10/19/2020
188,Honorable,862.8,toys,Youspan,585,6/9/2022
189,Rev,720.96,home decor,Zoonder,453,11/3/2012
190,Mrs,818.34,toys,Yakijo,116,6/9/2014
191,Mrs,756.63,clothing,Jabbersphere,911,2/26/2021
192,Rev,317.07,toys,Skajo,380,9/27/2011
193,Mr,734.31,toys,Jabbercube,156,10/25/2012
194,Rev,511.96,home decor,Blognation,139,11/7/2020
195,Mr,12.47,electronics,Browsebug,574,8/12/2016
196,Rev,284.2,home decor,Skinder,947,8/18/2013
197,Honorable,296.98,electronics,Avamm,307,6/6/2019
198,Mrs,791.45,beauty,Jetpulse,350,1/23/2018
199,Mr,487.12,electronics,Jaxworks,212,12/6/2010
200,Mrs,33.49,electronics,Tazz,925,2/18/2014
201,Mrs,163.7,clothing,Skyble,67,4/23/2022
202,Honorable,491.7,beauty,Centizu,266,5/17/2019
203,Rev,902.52,toys,Meembee,211,4/6/2010
204,Honorable,669.63,clothing,Tagchat,973,5/24/2014
205,Rev,34.56,home decor,Kimia,449,8/5/2011
206,Mrs,114.9,beauty,Skiptube,648,2/12/2010
207,Mr,41.48,electronics,Muxo,272,5/21/2014
208,Honorable,344.96,electronics,Blogtag,826,5/29/2022
209,Dr,241.13,clothing,Jabbercube,53,7/16/2011
210,Dr,453.96,electronics,Mynte,262,12/4/2019
211,Mrs,515.66,beauty,Jabberbean,553,7/8/2021
212,Ms,382.12,clothing,Skiba,473,5/29/2020
213,Mrs,455.88,beauty,Fivespan,727,11/16/2012
214,Mr,709.12,beauty,Topiclounge,245,6/5/2013
215,Honorable,998.56,clothing,Vimbo,733,9/7/2010
216,Rev,833.48,clothing,Wordware,309,4/23/2015
217,Ms,34.12,beauty,Kamba,893,10/15/2021
218,Ms,430.63,electronics,Podcat,994,9/17/2021
219,Honorable,207.76,beauty,Rhyloo,382,8/20/2019
220,Honorable,938.2,clothing,Yotz,763,6/28/2013
221,Ms,707.94,toys,Jetwire,861,5/19/2020
222,Rev,953.58,beauty,Tanoodle,324,10/10/2019
223,Honorable,896.09,beauty,Rhycero,370,2/23/2018
224,Dr,458.86,toys,Brainsphere,96,8/2/2012
225,Mrs,58.36,beauty,Twitterlist,881,6/20/2018
226,Honorable,793.82,clothing,Trilia,72,2/1/2012
227,Mr,280.98,electronics,Trudoo,845,5/5/2018
228,Ms,462.65,beauty,Buzzbean,672,9/4/2016
229,Honorable,394.38,electronics,Gigaclub,381,12/7/2011
230,Rev,841.89,beauty,Rhycero,127,10/11/2018
231,Mrs,979.98,toys,Thoughtblab,840,2/9/2012
232,Honorable,142.45,beauty,BlogXS,813,6/29/2011
233,Mrs,131.49,clothing,Oodoo,993,12/10/2020
234,Mr,95.5,electronics,Eare,507,5/21/2011
235,Mrs,851.63,beauty,Thoughtworks,713,12/19/2017
236,Dr,205.31,toys,Oyope,258,12/8/2017
237,Mrs,23.69,home decor,Fivechat,194,6/11/2018
238,Mrs,217.58,clothing,Browseblab,16,12/25/2022
239,Dr,609.2,beauty,Skimia,856,9/26/2020
240,Ms,967.99,home decor,Demizz,496,1/21/2015
241,Rev,775.81,home decor,Oodoo,290,11/19/2014
242,Dr,622.9,clothing,Feedfire,788,12/3/2022
243,Dr,360.67,toys,Trudoo,622,10/22/2020
244,Mr,480.58,home decor,Jaxspan,768,6/6/2020
245,Mrs,562.52,beauty,Tagpad,286,10/1/2015
246,Mrs,453.71,beauty,Gigabox,976,6/2/2020
247,Rev,996.9,clothing,Oyoloo,462,4/23/2019
248,Mrs,983.51,toys,Eabox,717,12/25/2018
249,Rev,748.26,beauty,Edgeclub,968,7/1/2022
250,Dr,398.22,clothing,Kimia,827,8/31/2012
251,Mr,959.14,electronics,Centidel,522,7/15/2016
252,Dr,230.75,home decor,Gigaclub,513,3/12/2021
253,Mrs,396.73,home decor,Minyx,519,8/23/2022
254,Dr,332.32,electronics,Fadeo,196,5/10/2022
255,Mrs,686.83,toys,Topicware,841,4/7/2015
256,Mr,619.82,electronics,Eimbee,254,11/15/2012
257,Dr,798.66,electronics,Quatz,962,6/19/2022
258,Mr,458.26,electronics,Kayveo,129,11/13/2013
259,Mr,302.36,toys,Meevee,173,6/16/2015
260,Ms,79.53,beauty,Latz,297,1/17/2015
261,Mr,542.01,clothing,Tagfeed,622,9/23/2020
262,Rev,904.94,clothing,Edgetag,566,1/11/2017
263,Mr,245.78,beauty,Yadel,935,2/4/2020
264,Ms,182.36,electronics,Jaxspan,521,5/29/2020
265,Dr,914.56,beauty,Npath,213,11/27/2017
266,Ms,729.73,toys,Blognation,963,11/25/2011
267,Dr,199.56,clothing,Innojam,776,1/6/2013
268,Ms,438.84,electronics,Kayveo,800,7/30/2022
269,Ms,32.44,home decor,Eidel,828,1/29/2013
270,Honorable,74.75,home decor,Demivee,702,12/11/2013
271,Honorable,912.29,home decor,Vinder,685,11/12/2019
272,Honorable,784.55,home decor,Dynabox,593,5/6/2010
273,Rev,870.93,clothing,Vitz,630,4/21/2017
274,Dr,658.26,home decor,Gigaclub,420,1/10/2020
275,Honorable,388.38,home decor,Feedspan,178,3/20/2012
276,Ms,83.16,electronics,Linkbridge,161,1/1/2021
277,Dr,335.58,home decor,Gigabox,601,3/2/2012
278,Honorable,546.01,toys,Meejo,299,9/12/2017
279,Honorable,391.31,toys,Eidel,842,7/16/2016
280,Mr,213.48,toys,Eazzy,70,6/3/2016
281,Mr,971.95,toys,Wikizz,896,1/21/2014
282,Dr,783.0,beauty,Katz,941,9/25/2018
283,Ms,97.72,clothing,Skivee,130,7/16/2019
284,Honorable,958.53,clothing,Brainverse,381,6/21/2020
285,Honorable,377.4,clothing,Trupe,901,9/8/2017
286,Dr,861.04,home decor,Oyonder,557,11/4/2017
287,Dr,335.84,clothing,Jayo,684,6/2/2011
288,Dr,97.66,toys,Divanoodle,480,3/26/2016
289,Mr,419.35,clothing,Fanoodle,963,4/30/2020
290,Dr,174.72,toys,Blogtag,51,5/24/2014
291,Dr,514.98,beauty,Bluejam,960,8/2/2022
292,Rev,372.78,clothing,Voonyx,404,2/27/2021
293,Honorable,413.5,clothing,Bubblemix,230,12/16/2021
294,Mrs,6.77,beauty,Leenti,254,1/27/2016
295,Honorable,867.06,electronics,Buzzster,131,7/20/2021
296,Mrs,525.13,clothing,Wikizz,776,1/7/2010
297,Mrs,214.08,home decor,Mynte,212,7/27/2010
298,Honorable,726.53,electronics,Bubbletube,302,1/17/2013
299,Mr,845.84,clothing,Eazzy,257,4/19/2010
300,Mr,525.66,clothing,Tagpad,710,2/7/2017
301,Mr,80.11,beauty,Vitz,486,5/12/2019
302,Ms,183.96,toys,Fivebridge,630,6/3/2011
303,Mr,478.62,toys,Kanoodle,985,1/19/2020
304,Mrs,674.86,clothing,Trupe,995,2/4/2019
305,Honorable,148.61,home decor,Zoonder,467,2/8/2014
306,Dr,568.81,toys,Skinix,81,2/3/2010
307,Honorable,190.79,home decor,Wikizz,526,3/10/2010
308,Dr,127.97,beauty,Twitterwire,696,9/7/2022
309,Rev,265.07,beauty,Ntag,304,8/20/2016
310,Mr,846.09,home decor,Oyondu,160,2/12/2010
311,Mrs,852.98,electronics,Vimbo,680,9/19/2016
312,Dr,802.44,electronics,Wordtune,239,8/18/2020
313,Mrs,899.9,home decor,Einti,160,2/25/2013
314,Ms,241.74,beauty,Zoozzy,275,12/21/2014
315,Dr,543.31,clothing,Edgeblab,414,8/2/2020
316,Honorable,349.42,beauty,Gabvine,652,4/10/2010
317,Mr,401.3,beauty,Fanoodle,341,8/12/2018
318,Rev,381.14,toys,Fatz,119,1/5/2016
319,Ms,872.84,beauty,Oyoba,65,4/24/2011
320,Mr,709.31,beauty,Blogpad,659,5/16/2014
321,Dr,439.9,home decor,Oozz,718,1/6/2015
322,Dr,338.06,home decor,BlogXS,504,11/24/2017
323,Mrs,695.39,beauty,Tagpad,912,4/15/2015
324,Mr,439.79,clothing,Skippad,844,4/20/2013
325,Ms,785.74,home decor,Vitz,657,2/8/2016
326,Honorable,472.68,electronics,Voomm,184,9/2/2013
327,Honorable,775.63,beauty,Realbuzz,476,8/2/2014
328,Dr,555.54,home decor,Dabjam,9,2/9/2020
329,Honorable,234.95,beauty,Quimm,36,3/8/2021
330,Honorable,540.26,electronics,Roombo,175,12/28/2014
331,Mrs,815.47,toys,Dabvine,935,4/12/2016
332,Mr,799.34,toys,Teklist,149,3/9/2022
333,Mrs,161.61,beauty,Mydeo,311,9/5/2013
334,Mr,365.58,electronics,Oyoyo,78,6/29/2016
335,Ms,549.32,beauty,Feedmix,251,3/13/2016
336,Mr,786.78,toys,Bubbletube,738,11/30/2016
337,Mr,480.35,clothing,Dabshots,419,2/25/2011
338,Honorable,972.97,beauty,Fiveclub,84,5/16/2020
339,Ms,912.58,clothing,Brainbox,179,1/24/2016
340,Honorable,94.1,clothing,Kwideo,390,3/29/2016
341,Ms,44.14,electronics,Vipe,407,10/7/2016
342,Mr,206.53,beauty,Jaloo,140,10/30/2012
343,Dr,231.12,toys,Babbleblab,9,11/29/2014
344,Dr,956.1,clothing,Tagchat,111,3/14/2022
345,Honorable,475.58,toys,Avamba,970,3/5/2012
346,Honorable,332.54,electronics,Twitterworks,475,8/30/2018
347,Ms,806.32,beauty,Buzzbean,276,4/15/2020
348,Dr,79.37,electronics,Kaymbo,621,3/27/2017
349,Mrs,964.85,clothing,Flipopia,610,7/31/2016
350,Mr,206.65,electronics,Youtags,676,12/16/2020
351,Rev,205.59,home decor,Ainyx,843,2/19/2020
352,Mr,625.3,home decor,Oyoloo,439,8/13/2019
353,Mrs,223.93,home decor,Yata,483,7/31/2020
354,Ms,331.41,clothing,Quire,793,2/15/2019
355,Dr,828.28,beauty,Einti,176,3/17/2010
356,Mr,84.29,home decor,Meezzy,804,7/26/2017
357,Ms,824.0,toys,Dabjam,257,1/10/2020
358,Mrs,47.67,beauty,Yadel,263,1/19/2021
359,Dr,970.83,toys,Shufflebeat,119,10/25/2019
360,Ms,324.37,beauty,Jabbercube,988,5/11/2015
361,Dr,383.93,toys,Voolia,847,8/9/2014
362,Ms,485.31,electronics,Kayveo,611,6/29/2010
363,Rev,713.65,electronics,Yacero,753,10/6/2016
364,Rev,81.09,electronics,Tazzy,671,6/10/2014
365,Honorable,915.67,home decor,Jaxworks,330,2/15/2018
366,Ms,432.82,beauty,Shuffledrive,954,5/1/2021
367,Honorable,528.01,electronics,Avamm,674,5/5/2015
368,Dr,183.3,home decor,Dablist,486,12/31/2021
369,Mr,396.08,toys,Voonte,273,8/19/2021
370,Ms,229.41,home decor,Jabbersphere,767,9/26/2011
371,Ms,929.26,electronics,Twitternation,691,8/4/2012
372,Dr,877.49,clothing,Yodel,714,12/30/2010
373,Mrs,484.22,home decor,Oyoba,558,9/24/2012
374,Dr,943.86,electronics,Skibox,225,10/24/2014
375,Rev,364.32,toys,Skyndu,20,10/11/2015
376,Dr,353.73,clothing,Youspan,366,9/30/2016
377,Dr,221.48,beauty,Oyoba,371,8/20/2022
378,Mrs,467.68,beauty,Thoughtstorm,676,6/20/2013
379,Dr,982.45,toys,Twitterwire,461,9/24/2014
380,Ms,878.95,beauty,Vimbo,183,12/7/2019
381,Mr,669.57,toys,Photobug,382,2/6/2013
382,Honorable,967.06,clothing,BlogXS,104,7/27/2019
383,Mr,494.7,home decor,Cogilith,297,8/6/2013
384,Ms,668.23,toys,Yakijo,183,8/22/2014
385,Mrs,25.33,electronics,Youbridge,712,7/10/2021
386,Dr,483.84,clothing,Jetpulse,637,8/19/2021
387,Rev,217.8,electronics,Zazio,397,2/22/2019
388,Mr,518.98,beauty,Yambee,900,1/22/2016
389,Dr,823.02,toys,Tagchat,746,8/30/2013
390,Honorable,794.07,toys,Feedmix,670,7/22/2010
391,Mrs,733.19,clothing,Innotype,467,4/21/2012
392,Honorable,177.79,home decor,Tagopia,902,5/27/2012
393,Dr,187.72,beauty,Avavee,661,7/6/2010
394,Mr,701.59,electronics,Yodel,612,2/27/2019
395,Ms,451.36,clothing,Jaxspan,963,1/3/2022
396,Dr,94.58,home decor,Thoughtstorm,835,7/22/2013
397,Honorable,76.77,clothing,Thoughtbeat,441,12/27/2017
398,Dr,420.84,clothing,Demimbu,736,5/2/2012
399,Dr,441.78,home decor,Trupe,843,1/2/2012
400,Mr,79.96,electronics,Feedmix,523,5/6/2010
401,Mrs,628.19,home decor,Realbridge,477,10/6/2022
402,Ms,307.69,beauty,Yata,570,10/10/2010
403,Mrs,754.53,toys,Yakitri,702,10/6/2020
404,Ms,122.29,clothing,Blogpad,30,12/8/2018
405,Ms,424.31,electronics,Linkbuzz,793,12/5/2021
406,Mr,270.14,electronics,Centizu,198,6/17/2011
407,Rev,736.5,home decor,Topicware,457,2/21/2014
408,Ms,183.93,electronics,Cogidoo,53,7/25/2014
409,Mr,817.0,beauty,Tagpad,220,3/24/2013
410,Honorable,5.73,clothing,Twitterbeat,256,8/24/2016
411,Honorable,291.65,clothing,Quatz,372,3/28/2013
412,Mrs,348.11,beauty,Oozz,592,8/3/2021
413,Ms,518.41,beauty,Gabspot,908,9/25/2019
414,Mrs,123.97,toys,Tazz,772,10/22/2014
415,Mrs,896.13,home decor,Centidel,893,12/29/2021
416,Dr,436.84,clothing,Trunyx,542,4/2/2017
417,Dr,958.23,home decor,Midel,461,9/7/2015
418,Mrs,385.82,beauty,Skippad,539,2/8/2020
419,Mrs,580.96,electronics,Bluezoom,357,11/18/2019
420,Honorable,191.47,electronics,Chatterpoint,753,6/25/2011
421,Dr,216.35,beauty,Wordify,695,10/3/2016
422,Honorable,934.37,electronics,Devify,519,8/1/2011
423,Honorable,920.13,home decor,Jaxworks,552,1/30/2021
424,Mrs,872.06,clothing,Wikido,748,8/19/2014
425,Rev,986.23,electronics,Skimia,943,8/5/2010
426,Dr,363.58,clothing,Browsetype,392,2/8/2022
427,Mrs,776.93,clothing,Zoomcast,39,2/14/2016
428,Dr,135.88,beauty,Devpulse,477,1/12/2011
429,Mrs,543.17,beauty,Shuffletag,793,5/12/2021
430,Dr,149.84,clothing,Trilia,639,2/14/2014
431,Ms,950.27,home decor,Brainbox,843,10/1/2019
432,Rev,859.48,home decor,Yotz,966,7/19/2016
433,Ms,23.56,toys,Rooxo,788,10/9/2019
434,Rev,616.09,home decor,Tavu,401,11/10/2019
435,Mrs,630.06,electronics,Trunyx,874,3/3/2010
436,Honorable,692.14,toys,Vipe,360,4/9/2016
437,Dr,107.05,electronics,Chatterpoint,931,5/17/2014
438,Honorable,863.58,electronics,Gabcube,290,10/12/2011
439,Rev,9.87,toys,Photospace,891,4/16/2013
440,Dr,3.06,home decor,Kamba,167,6/9/2019
441,Honorable,644.6,clothing,Quatz,32,11/29/2013
442,Honorable,166.25,clothing,Fanoodle,262,10/5/2014
443,Mrs,118.4,toys,Livetube,932,7/28/2013
444,Rev,999.89,beauty,Youspan,12,6/9/2012
445,Dr,726.11,clothing,Thoughtsphere,541,6/29/2022
446,Rev,180.67,clothing,Bubblebox,673,12/24/2015
447,Rev,328.71,beauty,Kimia,760,11/10/2018
448,Ms,681.64,home decor,Viva,380,3/3/2013
449,Mr,621.14,electronics,Wikizz,84,7/5/2015
450,Rev,806.86,beauty,Demimbu,149,8/31/2013
451,Rev,584.86,electronics,Eamia,459,3/11/2020
452,Rev,46.32,home decor,Quamba,220,7/1/2013
453,Mrs,854.7,home decor,Feedspan,63,4/23/2012
454,Mr,979.61,clothing,Photobean,788,2/21/2021
455,Ms,300.03,electronics,Voonte,301,2/26/2018
456,Ms,801.7,beauty,Yakitri,148,2/17/2018
457,Honorable,560.78,beauty,Ainyx,554,9/11/2012
458,Mr,675.48,beauty,Dabtype,357,3/18/2019
459,Ms,616.09,home decor,Twitterbeat,859,6/8/2015
460,Mr,543.0,electronics,Dynabox,914,12/14/2014
461,Mrs,554.69,toys,Trupe,516,10/15/2017
462,Ms,420.71,beauty,Plambee,818,4/30/2011
463,Rev,634.86,home decor,Trudoo,209,8/22/2010
464,Mr,69.79,clothing,Ainyx,555,11/21/2013
465,Rev,541.79,clothing,Tazzy,499,10/6/2015
466,Ms,789.43,beauty,Brainsphere,728,6/30/2014
467,Honorable,756.03,toys,Bluezoom,106,1/22/2020
468,Ms,397.75,toys,Flashdog,551,6/11/2019
469,Rev,315.48,toys,Jazzy,451,11/20/2014
470,Rev,583.23,home decor,Trilith,479,5/3/2021
471,Dr,161.81,clothing,Quaxo,665,6/18/2020
472,Rev,517.05,electronics,Tambee,59,9/5/2021
473,Ms,149.66,toys,Yoveo,411,12/8/2011
474,Mrs,381.56,electronics,Avamba,803,12/1/2021
475,Mrs,743.06,beauty,Tazzy,526,6/30/2011
476,Rev,665.68,toys,DabZ,406,12/14/2022
477,Rev,599.68,toys,Avamm,894,12/30/2018
478,Rev,437.47,clothing,Wordtune,98,5/17/2022
479,Dr,583.58,beauty,Realbridge,313,1/19/2018
480,Honorable,412.51,beauty,Trudeo,654,1/13/2015
481,Rev,377.16,toys,Rhyzio,767,11/30/2017
482,Mrs,603.13,clothing,Pixope,924,8/11/2013
